"experiment_ID","counts_file","sampling","temp","media","who_counted","number_of_colors","time","strain","growth","first","second","mitos"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",4,2,6,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",5,2,7,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",5,1,6,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",6,1,7,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",4,1,5,"c"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",5,5,10,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",4,1,5,"tc"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",4,1,5,"tc"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",2,1,3,"n"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",6,1,7,"c"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",3,1,4,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",5,1,6,"tc"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",3,1,4,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",2,1,3,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",3,2,5,"c"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",2,2,4,"n"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",5,2,7,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",5,1,6,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",3,1,4,"tc"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",5,2,7,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",4,6,10,"c"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",4,2,6,"n"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",5,2,7,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",3,3,6,"n"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",2,1,3,"c"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",4,2,6,"n"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",7,1,8,"c"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",5,3,8,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",2,8,10,"c"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",4,3,7,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",6,1,7,"tc"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",4,2,6,"c"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",3,1,4,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",3,1,4,"n"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",3,1,4,"tc"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",6,2,8,"tc"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",4,1,5,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",4,1,5,"tc"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",6,3,9,"tc"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",6,1,7,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",6,7,13,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",5,2,7,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",6,3,9,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",3,2,5,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",4,1,5,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",2,1,3,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",3,1,4,"tc"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",3,1,4,"c"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",3,2,5,"tc"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",NA,NA,NA,"tc"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",3,1,4,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",3,1,4,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",3,1,4,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",4,3,7,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",2,1,3,"tc"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",4,3,7,"tc"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",2,1,3,"n"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",1,6,7,"n"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",6,8,14,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",NA,NA,NA,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",5,2,7,"c"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",5,2,7,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",4,3,7,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",4,2,6,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",5,3,8,"c"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",5,1,6,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",5,2,7,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",5,1,6,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",5,1,6,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",6,1,7,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",5,1,6,"tc"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",5,2,7,"n"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",3,3,6,"tc"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",1,5,6,"n"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",3,1,4,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",1,1,2,"tc"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",2,1,3,"tc"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",3,1,4,"c"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",3,1,4,"tc"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",3,1,4,"tc"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",5,7,12,"c"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",4,3,7,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",4,3,7,"tc"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",4,2,6,"c"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",6,5,11,"c"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",4,2,6,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",6,4,10,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",4,3,7,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",4,3,7,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",4,2,6,"tc"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",3,1,4,"t"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",5,3,8,"c"
"exp011816","exp011816_colin.csv","random","30C","SC-ura","CSM",2,6,"CMY178-30C",5,1,6,"t"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",1,7,8,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",5,14,19,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,3,3,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",NA,7,NA,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,2,2,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",1,14,15,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,6,6,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",3,7,10,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",1,1,2,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,4,4,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,2,2,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",4,11,15,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",3,7,10,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",1,5,6,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",4,8,12,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",1,9,10,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",3,1,4,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,4,4,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",3,3,6,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",3,5,8,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",2,5,7,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",3,1,4,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,2,2,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,8,8,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",2,4,6,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",4,2,6,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",1,7,8,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",1,3,4,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",1,12,13,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",1,1,2,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",3,2,5,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",5,7,12,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",2,4,6,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",2,2,4,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",4,10,14,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",2,4,6,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",3,6,9,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",7,6,13,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",5,5,10,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",1,1,2,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",4,5,9,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",4,1,5,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",5,3,8,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",3,1,4,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",3,1,4,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",3,6,9,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",1,1,2,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",5,4,9,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",6,16,22,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",1,1,2,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",5,7,12,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",4,3,7,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,3,3,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",3,1,4,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"c"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
"exp011816","exp011816_colin.csv","random","37C","SC-ura","CSM",2,6,"CMY178-37C",0,1,1,"n"
